# time(fs)   RMSD(Ang)   MSD(Ang^2)
4.300000000000000000e+03 2.914959184878955778e+00 8.496987049510185130e+00
4.400000000000000000e+03 2.870881065536338372e+00 8.241958092455060836e+00
4.500000000000000000e+03 2.870720012025111068e+00 8.241033387441454749e+00
4.600000000000000000e+03 2.938881541326153091e+00 8.637024713947583976e+00
4.700000000000000000e+03 2.957149966087723403e+00 8.744735921932624834e+00
4.800000000000000000e+03 3.013345975958920953e+00 9.080253970827820709e+00
4.900000000000000000e+03 3.069615488446188589e+00 9.422539246908733901e+00
5.000000000000000000e+03 3.085520255903214881e+00 9.520435249589040083e+00
5.100000000000000000e+03 3.090764125800877782e+00 9.552822881337664995e+00
5.200000000000000000e+03 3.146108381411575561e+00 9.897997947588164536e+00
5.300000000000000000e+03 3.142410358131575432e+00 9.874742858892616937e+00
5.400000000000000000e+03 3.158025880966461862e+00 9.973127464853998703e+00
5.500000000000000000e+03 3.188441506424509519e+00 1.016615923989059489e+01
5.600000000000000000e+03 3.150345493542683339e+00 9.924676728684692861e+00
5.700000000000000000e+03 3.159953777939708441e+00 9.985307878715437013e+00
5.800000000000000000e+03 3.160681028665846437e+00 9.989904564968192346e+00
5.900000000000000000e+03 3.112210149900266565e+00 9.685852017142240200e+00
6.000000000000000000e+03 3.119364374417231467e+00 9.730434100383405394e+00
6.100000000000000000e+03 3.135882941978902050e+00 9.833761825794255174e+00
6.200000000000000000e+03 3.172717295483380884e+00 1.006613503705937873e+01
6.300000000000000000e+03 3.214886112409707675e+00 1.033549271576480422e+01
6.400000000000000000e+03 3.209580120140767434e+00 1.030140454760282331e+01
6.500000000000000000e+03 3.258937736280011155e+00 1.062067516894988373e+01
6.600000000000000000e+03 3.320510575406459441e+00 1.102579048138613693e+01
