# time(fs)   RMSD(Ang)   MSD(Ang^2)
5.800000000000000000e+03 3.934795940288621452e+00 1.548261909171181827e+01
5.900000000000000000e+03 3.923288603156906085e+00 1.539219346366086860e+01
6.000000000000000000e+03 3.925992132842851312e+00 1.541341422714396181e+01
6.100000000000000000e+03 3.952407303816281914e+00 1.562152349526028949e+01
6.200000000000000000e+03 3.986275390854512768e+00 1.589039149173229681e+01
6.300000000000000000e+03 4.024798771874158909e+00 1.619900515407973884e+01
6.400000000000000000e+03 4.106099032520712733e+00 1.686004926486753419e+01
6.500000000000000000e+03 4.070437210536232975e+00 1.656845908491798625e+01
6.600000000000000000e+03 4.022602650751252007e+00 1.618133208583100213e+01
6.700000000000000000e+03 4.024180877035703041e+00 1.619403173109984095e+01
6.800000000000000000e+03 3.950566338913568121e+00 1.560697439815695375e+01
6.900000000000000000e+03 4.045593340975648822e+00 1.636682548054651321e+01
7.000000000000000000e+03 4.018557505043739653e+00 1.614880442134336747e+01
7.100000000000000000e+03 4.030622947785277077e+00 1.624592134721327952e+01
7.200000000000000000e+03 4.014003020797758836e+00 1.611222025097353594e+01
7.300000000000000000e+03 3.959826108017495905e+00 1.568022280573699057e+01
7.400000000000000000e+03 3.963405791960737279e+00 1.570858547174791831e+01
7.500000000000000000e+03 3.993517318612365141e+00 1.594818057405689338e+01
7.600000000000000000e+03 4.045927719032150094e+00 1.636953110763269592e+01
7.700000000000000000e+03 4.070724609629509771e+00 1.657079884744332787e+01
7.800000000000000000e+03 4.118640727891395237e+00 1.696320144544576536e+01
7.900000000000000000e+03 4.113565903663760182e+00 1.692142444378504962e+01
8.000000000000000000e+03 4.123011375217392249e+00 1.699922280017201004e+01
8.100000000000000000e+03 4.102449012686734342e+00 1.683008790169436253e+01
8.200000000000000000e+03 4.101877038828981803e+00 1.682539524167241751e+01
8.300000000000000000e+03 4.143904455454861413e+00 1.717194413593865221e+01
8.400000000000000000e+03 4.145503299473572767e+00 1.718519760594627499e+01
8.500000000000000000e+03 4.116367930288470589e+00 1.694448493750738649e+01
8.600000000000000000e+03 4.154466444118304125e+00 1.725959143530498707e+01
8.700000000000000000e+03 4.217669517917085997e+00 1.778873616236694133e+01
